state,bill_number,title,description,url,session,session_year,sponsors,subjects,last_action
NY,S04000,"Relates to traffic stops conducted by law enforcement officers; defines ""racial profiling""; authorizes division of criminal justice services to conduct a study relating to racial profiling; prohibits use of race or ethnicity of an individual as the sole factor in determining the existence of probable cause to place such person under arrest or take into custody.","Relates to traffic stops conducted by law enforcement officers; defines ""racial profiling""; authorizes division of criminal justice services to conduct a study relating to racial profiling; prohibits use of race or ethnicity of an individual as the sole factor in determining the existence of probable cause to place such person under arrest or take into custody.",https://legiscan.com/NY/bill/S04000/2025,2025-2026 General Assembly,2025-2026,Kevin Parker,,REFERRED TO FINANCE
NY,A00126,Provides final discipline authority over civilian complaints to the civilian complaint review board; creates a hearing officer and adjudicative body for such complaint review board.,Provides final discipline authority over civilian complaints to the civilian complaint review board; creates a hearing officer and adjudicative body for such complaint review board.,https://legiscan.com/NY/bill/A00126/2025,2025-2026 General Assembly,2025-2026,"Catalina Cruz, Christopher Burdick, Rebecca Seawright, Tony Simone, Brian Cunningham, Chantel Jackson",,referred to cities
NY,S01401,"Enacts the ""police and peace officer licensing act"", which includes continuing education programs for new and current police and peace officers.","Enacts the ""police and peace officer licensing act"", which includes continuing education programs for new and current police and peace officers.",https://legiscan.com/NY/bill/S01401/2025,2025-2026 General Assembly,2025-2026,James Sanders,,REFERRED TO CODES
NY,S04354,Provides final discipline authority over civilian complaints to the civilian complaint review board; creates a hearing officer and adjudicative body for such complaint review board.,Provides final discipline authority over civilian complaints to the civilian complaint review board; creates a hearing officer and adjudicative body for such complaint review board.,https://legiscan.com/NY/bill/S04354/2025,2025-2026 General Assembly,2025-2026,"Jamaal Bailey, Jabari Brisport, Leroy Comrie, Robert Jackson, Gustavo Rivera, Julia Salazar",,REFERRED TO CITIES 1
NY,A05879,"Provides that for New York city police/fire members, uniformed correction/sanitation revised plan and investigator revised plan members of the New York city employees' retirement system, the service retirement benefit shall not be reduced by the primary social security retirement benefit commencing at age sixty-two.","Provides that for New York city police/fire members, uniformed correction/sanitation revised plan and investigator revised plan members of the New York city employees' retirement system, the service retirement benefit shall not be reduced by the primary social security retirement benefit commencing at age sixty-two.",https://legiscan.com/NY/bill/A05879/2025,2025-2026 General Assembly,2025-2026,Stacey Pheffer Amato,,referred to governmental employees
NY,S04666,"Provides that for New York city police/fire members, uniformed correction/sanitation revised plan and investigator revised plan members of the New York city employees' retirement system, the service retirement benefit shall not be reduced by the primary social security retirement benefit commencing at age sixty-two.","Provides that for New York city police/fire members, uniformed correction/sanitation revised plan and investigator revised plan members of the New York city employees' retirement system, the service retirement benefit shall not be reduced by the primary social security retirement benefit commencing at age sixty-two.",https://legiscan.com/NY/bill/S04666/2025,2025-2026 General Assembly,2025-2026,"Robert Jackson, Jessica Scarcella-Spanton",,REFERRED TO CIVIL SERVICE AND PENSIONS
NY,A03968,Restores 20 year service retirement for New York city police officers.,Restores 20 year service retirement for New York city police officers.,https://legiscan.com/NY/bill/A03968/2025,2025-2026 General Assembly,2025-2026,"Stacey Pheffer Amato, Judy Griffin, Sam Berger, Nily Rozic, Charles Fall, Nader Sayegh, Edward Braunstein, Steve Stern, David Weprin, Kalman Yeger, Tony Simone, Patrick Carroll, Paula Kay, George Alvarez",,referred to governmental employees
NY,S02710,Restores 20 year service retirement for New York city police officers.,Restores 20 year service retirement for New York city police officers.,https://legiscan.com/NY/bill/S02710/2025,2025-2026 General Assembly,2025-2026,"Jessica Scarcella-Spanton, Joseph Addabbo, Patricia Canzoneri-Fitzpatrick, Stephen Chan, Leroy Comrie, Jeremy Cooney, Simcha Felder, Peter Harckham, Michelle Hinchey, Robert Jackson, Andrew Lanza, Monica Martinez, Dean Murray, Anthony Palumbo, Roxanne Persaud, Jessica Ramos, Robert Rolison, Christopher Ryan, James Sanders, James Skoufis, Toby Stavisky, James Tedisco, Alexis Weik",,REFERRED TO CIVIL SERVICE AND PENSIONS
NY,A05241,Includes peace officers in offenses of unlawful fleeing in a motor vehicle.,Includes peace officers in offenses of unlawful fleeing in a motor vehicle.,https://legiscan.com/NY/bill/A05241/2025,2025-2026 General Assembly,2025-2026,"Joseph DeStefano, Eric Brown, Joseph Angelino, Stephen Hawley",,referred to codes
NY,A04735,"Enacts ""Cariol's Law""; provides for a duty to intervene when a police officer observes another police officer using physical force that such officer reasonably believes to be clearly excessive or beyond that which is objectively reasonable under the circumstances.","Enacts ""Cariol's Law""; provides for a duty to intervene when a police officer observes another police officer using physical force that such officer reasonably believes to be clearly excessive or beyond that which is objectively reasonable under the circumstances.",https://legiscan.com/NY/bill/A04735/2025,2025-2026 General Assembly,2025-2026,"Monique Chandler-Waterman, Eddie Gibbs",,referred to codes
NY,S04522,"Prohibits members of the state police, police officers, and peace officers from intentionally covering their badges.","Prohibits members of the state police, police officers, and peace officers from intentionally covering their badges.",https://legiscan.com/NY/bill/S04522/2025,2025-2026 General Assembly,2025-2026,"Jamaal Bailey, Jabari Brisport, Brad Hoylman-Sigal, Julia Salazar, Luis Sepulveda",,REFERRED TO FINANCE
NY,A05249,"Prohibits members of the state police, police officers, and peace officers from intentionally covering their badges.","Prohibits members of the state police, police officers, and peace officers from intentionally covering their badges.",https://legiscan.com/NY/bill/A05249/2025,2025-2026 General Assembly,2025-2026,Karines Reyes,,referred to codes
NY,A05132,Provides that no person shall be eligible for appointment as a police officer who was previously employed as a police officer and who: was dismissed for malfeasance or other serious misconduct calling into question such person's fitness to serve as a police officer; or resigned or retired from such officer's position while under investigation for such malfeasance or other serious misconduct; defines terms; makes related provisions.,Provides that no person shall be eligible for appointment as a police officer who was previously employed as a police officer and who: was dismissed for malfeasance or other serious misconduct calling into question such person's fitness to serve as a police officer; or resigned or retired from such officer's position while under investigation for such malfeasance or other serious misconduct; defines terms; makes related provisions.,https://legiscan.com/NY/bill/A05132/2025,2025-2026 General Assembly,2025-2026,Khaleel Anderson,,referred to governmental employees
NY,S01555,"Relates to establishing reporting duties of law enforcement agencies with respect to police misconduct allegations and outcomes; requires the division of criminal justice services to establish and maintain on its official website a public, searchable database of alleged infractions and police misconduct complaints.","Relates to establishing reporting duties of law enforcement agencies with respect to police misconduct allegations and outcomes; requires the division of criminal justice services to establish and maintain on its official website a public, searchable database of alleged infractions and police misconduct complaints.",https://legiscan.com/NY/bill/S01555/2025,2025-2026 General Assembly,2025-2026,"Jabari Brisport, Robert Jackson, Gustavo Rivera, Julia Salazar",,REFERRED TO CODES
